Rank,Reg.No,GPA,Prov Field,Pref
144,E/23/354,3.433333333,Elect,1
145,E/23/362,3.427777778,Comp,1
146,E/23/161,3.411111111,Comp,1
147,E/23/320,3.45,Elect,1
147,E/23/222,3.427777778,Elect,1
149,E/23/305,3.466666667,Elect,1
150,E/23/415,3.472222222,Elect,1
151,E/23/441,3.427777778,Elect,1
152,E/23/157,3.427777778,Comp,1
152,E/23/215,3.45,Elect,1
152,E/23/064,3.411111111,Elect,1
155,E/23/196,3.488888889,Comp,1
155,E/23/031,3.466666667,Elect,1
157,E/23/078,3.472222222,Comp,1
157,E/23/227,3.45,Elect,1
159,E/23/344,3.427777778,Elect,1
160,E/23/427,3.45,Comp,1
161,E/23/124,3.394444444,Elect,1
162,E/23/450,3.416666667,Mech,1
163,E/23/402,3.411111111,Elect,1
164,E/23/407,3.411111111,Comp,1
165,E/23/300,3.433333333,Comp,1
166,E/23/271,3.394444444,Comp,1
166,E/23/198,3.327777778,Elect,1
166,E/23/001,3.344444444,Comp,1
169,E/23/150,3.472222222,Elect,1
170,E/23/045,3.438888889,Civil,1
171,E/23/252,3.344444444,Elect,1
171,E/23/326,3.366666667,Manufac,1
173,E/23/443,3.361111111,Elect,1
173,E/23/110,3.344444444,Chem,1
175,E/23/077,3.377777778,Comp,1
175,E/23/267,3.344444444,Elect,1
175,E/23/167,3.455555556,Comp,1
175,E/23/398,3.422222222,Elect,1
175,E/23/240,3.416666667,Chem,1
180,E/23/301,3.383333333,Comp,1
180,E/23/179,3.344444444,Chem,2
182,E/23/392,3.405555556,Comp,1
183,E/23/292,3.311111111,Comp,1
184,E/23/169,3.361111111,Comp,1
184,E/23/254,3.383333333,Mech,2
184,E/23/095,3.405555556,Mech,2
184,E/23/316,3.361111111,Civil,1
188,E/23/403,3.405555556,Comp,1
189,E/23/270,3.366666667,Comp,1
190,E/23/174,3.361111111,Mech,2
191,E/23/070,3.366666667,Mech,1
192,E/23/431,3.361111111,Comp,2
193,E/23/117,3.366666667,Comp,2
194,E/23/148,3.366666667,Mech,2
195,E/23/188,3.366666667,Comp,1
196,E/23/017,3.366666667,Comp,2
197,E/23/412,3.366666667,Comp,1
198,E/23/442,3.311111111,Comp,1
199,E/23/218,3.294444444,Mech,1
200,E/23/214,3.405555556,Comp,1
201,E/23/016,3.383333333,Comp,2
201,E/23/164,3.294444444,Chem,1
203,E/23/084,3.311111111,Comp,2
203,E/23/125,3.277777778,Mech,1
205,E/23/393,3.238888889,Comp,1
206,E/23/299,3.294444444,Comp,1
207,E/23/054,3.277777778,Comp,1
208,E/23/034,3.294444444,Mech,1
209,E/23/130,3.294444444,Comp,1
210,E/23/249,3.294444444,Comp,1
211,E/23/159,3.261111111,Comp,2
212,E/23/211,3.3,Comp,1
213,E/23/256,3.35,Comp,1
214,E/23/204,3.333333333,Comp,1
215,E/23/416,3.333333333,Comp,1
216,E/23/044,3.372222222,Comp,2
216,E/23/455,3.294444444,Comp,1
218,E/23/019,3.333333333,Comp,1
219,E/23/313,3.255555556,Chem,2
219,E/23/093,3.316666667,Comp,2
221,E/23/105,3.388888889,Comp,2
222,E/23/127,3.311111111,Comp,2
223,E/23/175,3.3,Chem,1
224,E/23/265,3.294444444,Mech,1
225,E/23/308,3.316666667,Mech,1
226,E/23/281,3.355555556,Mech,1
227,E/23/015,3.316666667,Comp,2
228,E/23/089,3.316666667,Comp,1
228,E/23/289,3.35,Comp,1
230,E/23/302,3.333333333,Comp,2
231,E/23/094,3.316666667,Mech,1
232,E/23/276,3.316666667,Mech,1
233,E/23/369,3.316666667,Comp,2
234,E/23/245,3.3,Comp,1
235,E/23/411,3.227777778,Comp,1
236,E/23/311,3.244444444,Mech,1
236,E/23/004,3.244444444,Mech,1
238,E/23/383,3.244444444,Mech,1
238,E/23/122,3.25,Comp,1
240,E/23/294,3.227777778,Comp,1
241,E/23/360,3.244444444,Comp,1
241,E/23/379,3.205555556,Mech,1
243,E/23/050,3.283333333,Comp,1
244,E/23/141,3.3,Manufac,3
245,E/23/220,3.244444444,Chem,1
245,E/23/381,3.205555556,Mech,2
247,E/23/168,3.283333333,Mech,2
248,E/23/395,3.25,Mech,1
249,E/23/335,3.205555556,Mech,2
250,E/23/237,3.227777778,Civil,2
251,E/23/140,3.283333333,Civil,1
251,E/23/223,3.283333333,Civil,1
253,E/23/221,3.283333333,Chem,2
254,E/23/291,3.283333333,Mech,2
254,E/23/186,3.305555556,Chem,1
256,E/23/091,3.3,Mech,2
257,E/23/309,3.3,Mech,3
257,E/23/290,3.172222222,Mech,2
259,E/23/418,3.25,Mech,3
260,E/23/250,3.266666667,Mech,1
261,E/23/136,3.233333333,Mech,2
262,E/23/177,3.25,Mech,1
263,E/23/210,3.2,Mech,2
264,E/23/355,3.288888889,Mech,4
264,E/23/423,3.25,Mech,2
266,E/23/428,3.216666667,Mech,2
267,E/23/022,3.177777778,Mech,1
268,E/23/184,3.288888889,Mech,2
269,E/23/191,3.177777778,Mech,1
270,E/23/306,3.194444444,Mech,3
271,E/23/373,3.2,Civil,3
272,E/23/026,3.233333333,Mech,2
273,E/23/333,3.183333333,Mech,1
274,E/23/280,3.161111111,Mech,2
275,E/23/046,3.255555556,Mech,4
275,E/23/207,3.138888889,Mech,1
275,E/23/106,3.216666667,Mech,3
275,E/23/147,3.2,Manufac,2
279,E/23/170,3.105555556,Manufac,2
280,E/23/156,3.233333333,Civil,2
281,E/23/358,3.2,Manufac,2
282,E/23/109,3.216666667,Manufac,1
282,E/23/367,3.233333333,Manufac,2
284,E/23/437,3.216666667,Manufac,2
285,E/23/005,3.161111111,Manufac,2
286,E/23/374,3.2,Manufac,3
287,E/23/112,3.072222222,Manufac,2
288,E/23/126,3.183333333,Manufac,1
288,E/23/165,3.238888889,Manufac,3
290,E/23/032,3.127777778,Civil,2
291,E/23/066,3.166666667,Manufac,3
292,E/23/436,3.088888889,Civil,2
293,E/23/153,3.238888889,Manufac,2
294,E/23/107,3.144444444,Manufac,2
295,E/23/074,3.127777778,Manufac,2
296,E/23/310,3.166666667,Civil,1
296,E/23/293,3.088888889,Manufac,2
298,E/23/445,3.088888889,Manufac,2
299,E/23/111,3.133333333,Manufac,1
300,E/23/025,3.133333333,Manufac,4
301,E/23/434,3.166666667,Manufac,1
302,E/23/176,3.094444444,Manufac,2
303,E/23/341,3.15,Civil,2
304,E/23/199,3.15,Manufac,1
305,E/23/424,3.166666667,Manufac,2
306,E/23/206,3.133333333,Manufac,5
307,E/23/444,3.094444444,Manufac,2
308,E/23/263,3.111111111,Civil,2
309,E/23/228,3.166666667,Manufac,1
309,E/23/242,3.133333333,Civil,1
311,E/23/372,3.15,Manufac,3
312,E/23/115,3.094444444,Manufac,1
313,E/23/451,3.077777778,Manufac,4
314,E/23/067,3.133333333,Civil,4
315,E/23/205,3.061111111,Manufac,3
316,E/23/209,3.083333333,Manufac,3
317,E/23/321,3.133333333,Manufac,2
317,E/23/420,3.083333333,Civil,1
319,E/23/408,3.15,Manufac,5
319,E/23/072,3.194444444,Manufac,4
321,E/23/132,3.083333333,Manufac,1
321,E/23/345,3.116666667,Civil,3
321,E/23/008,3.172222222,Civil,3
321,E/23/312,3.083333333,Manufac,1
321,E/23/363,3.1,Manufac,2
321,E/23/426,3.1,Manufac,1
327,E/23/346,3.1,Manufac,1
328,E/23/370,3.1,Manufac,2
329,E/23/239,3.1,Manufac,1
330,E/23/253,3.094444444,Civil,2
330,E/23/264,3.133333333,Manufac,1
332,E/23/286,3.083333333,Civil,6
333,E/23/238,3.061111111,Civil,2
334,E/23/123,3.044444444,Civil,2
335,E/23/319,3.044444444,Civil,1
336,E/23/296,3.083333333,Civil,4
337,E/23/201,3.116666667,Civil,3
338,E/23/255,3.083333333,Civil,2
339,E/23/101,3.083333333,Civil,2
340,E/23/155,3.116666667,Civil,3
341,E/23/394,3.083333333,Civil,2
342,E/23/036,2.955555556,Civil,2
342,E/23/325,3.1,Civil,2
344,E/23/193,3.05,Civil,3
345,E/23/366,3.033333333,Civil,4
346,E/23/224,3.033333333,Civil,6
347,E/23/298,2.977777778,Civil,5
348,E/23/356,3.016666667,Civil,6
349,E/23/247,2.994444444,Civil,3
350,E/23/102,3.05,Civil,2
351,E/23/342,3.011111111,Civil,4
352,E/23/257,3.033333333,Civil,4
353,E/23/303,3.033333333,Civil,1
354,E/23/063,2.961111111,Civil,3
355,E/23/197,3.016666667,Civil,5
356,E/23/429,3.016666667,Civil,6
357,E/23/086,3.033333333,Civil,2
358,E/23/260,3,Civil,2
359,E/23/083,3.033333333,Civil,6
360,E/23/060,2.888888889,Civil,5
361,E/23/277,2.944444444,Civil,1
362,E/23/432,2.905555556,Civil,6
363,E/23/283,3,Civil,3
364,E/23/261,2.961111111,Civil,1
365,E/23/304,2.927777778,Civil,3
366,E/23/033,3,Civil,3
367,E/23/288,2.983333333,Civil,3
368,E/22/429,2.961111111,Civil,3
369,E/23/194,3,Civil,3
370,E/23/014,2.927777778,Civil,2
371,E/23/404,2.927777778,Civil,4
372,E/23/284,2.944444444,Civil,1
372,E/23/438,2.983333333,Civil,6
374,E/23/285,2.944444444,Civil,2
375,E/23/385,2.983333333,Civil,3
376,E/23/154,2.961111111,Civil,1
377,E/23/419,2.983333333,Civil,1
378,E/23/103,2.927777778,Civil,6
379,E/23/417,2.95,Civil,1
380,E/23/146,2.911111111,Civil,2
381,E/23/160,2.911111111,Civil,2
382,E/23/030,2.911111111,Civil,1
383,E/23/216,2.988888889,Civil,2
384,E/23/121,2.916666667,Civil,2
385,E/23/097,2.95,Civil,1
386,E/23/208,2.916666667,Civil,5
387,E/23/002,2.988888889,Civil,4
388,E/23/232,2.894444444,Civil,1
389,E/23/163,2.966666667,Civil,2
390,E/23/338,2.933333333,Civil,4
391,E/23/275,2.9,Civil,1
391,E/23/349,2.9,Civil,3
393,E/23/152,2.827777778,Civil,2
394,E/23/243,2.861111111,Civil,2
395,E/23/225,2.9,Civil,2
396,E/23/272,2.9,Civil,3
397,E/23/042,2.811111111,Civil,6
398,E/23/055,2.844444444,Civil,2
399,E/23/195,2.9,Civil,5
400,E/23/143,2.905555556,Civil,5
401,E/23/129,2.805555556,Civil,3
402,E/23/203,2.883333333,Civil,3
403,E/23/180,2.922222222,Civil,1
404,E/23/057,2.761111111,Civil,1
405,E/23/144,2.866666667,Civil,1
406,E/23/073,2.85,Civil,1
407,E/23/421,2.85,Civil,5
408,E/23/185,2.894444444,Civil,2
409,E/23/236,2.85,Civil,4
410,E/23/318,2.711111111,Civil,2
411,E/23/133,2.711111111,Civil,3
412,E/23/425,2.766666667,Civil,6
413,E/23/324,2.8,Civil,4
414,E/23/447,2.655555556,Civil,4
415,E/23/327,2.727777778,Civil,6
416,E/23/079,2.8,Civil,2
417,E/23/090,2.805555556,Civil,3
418,E/23/006,2.805555556,Civil,1
419,E/23/409,2.677777778,Civil,1
420,E/23/410,2.644444444,Civil,2
421,E/23/350,2.661111111,Civil,2
422,E/23/003,2.677777778,Civil,3
423,E/23/330,2.694444444,Civil,4
424,E/23/029,2.661111111,Civil,4
425,E/23/059,2.594444444,Civil,2
426,E/23/332,2.666666667,Civil,2
427,E/23/234,2.666666667,Civil,2
428,E/23/322,2.683333333,Civil,2
429,E/23/268,2.411111111,Civil,1
430,E/23/092,2.561111111,Civil,5
431,E/23/361,2.527777778,Civil,6
432,E/23/142,2.583333333,Civil,2
433,E/23/371,2.605555556,Civil,3
434,E/23/390,2.511111111,Civil,1
435,E/23/049,2.538888889,Civil,1
436,E/23/139,2.555555556,Civil,1
437,E/23/229,2.433333333,Civil,5
438,E/23/173,2.416666667,Civil,1
439,E/23/099,2.433333333,Civil,6
440,E/23/230,2.383333333,Civil,5
441,E/23/328,2.311111111,Civil,5
442,E/23/088,2.266666667,Civil,2
443,E/23/307,2.25,Civil,5
444,E/23/137,2.138888889,Civil,1
445,E/23/391,2.144444444,Civil,4
446,E/23/376,2.216666667,Civil,5
447,E/23/212,1.983333333,Civil,2
448,E/23/297,1.966666667,Civil,3
449,E/23/120,1.894444444,Civil,1
450,E/23/439,1.95,Civil,5
451,E/23/414,1.322222222,Civil,1
